report_id,raw_text,ground_truth_category,true_cluster_id,city,lat,lon
REP-1125,"Good morning sir, someone sent this link on our department WhatsApp group claiming the VC is giving 50k grant: http://fulafia-grant-portal.free.site. My email is m.ibrahim@yahoo.com and my phone is 07089876543.",Phishing / Social Engineering,CLUSTER-001,Kano,11.98488842748104,8.690032640255497
REP-1126,"After the initial breach the attacker pivoted from the web server and moved laterally to the internal database server. Escalating to IR now, call 07089876543.",Lateral Movement / Server Pivoting,CLUSTER-008,Enugu,6.4239339542032425,7.464282779284609
REP-1127,"Sir, the school public library landing page is showing a strange message saying 'Hacked by X-Ghost'. Link: http://scholarship-tech.tk. Contact me on 07089876543.",Web Defacement,CLUSTER-003,Port Harcourt,4.731122964955585,7.005441527693806
REP-1128,"Sir, IT flagged that someone set up a rogue wifi hotspot in the cafeteria and intercepted our traffic — looks like a man-in-the-middle attack on staff logins. Reach me on 07089876543.",Man-in-the-Middle (MITM) Attack,CLUSTER-005,Enugu,6.393483527256955,7.408786925509762
REP-1129,"Someone used a prompt injection to jailbreak our support chatbot and got it to leak internal staff data. Staff ID STF-3301, please investigate.",AI System Attack (Prompt Injection / Model Abuse),CLUSTER-009,Nasarawa,8.36187595742318,8.629707306896533
REP-1130,"Security noticed a port scan and then the perimeter firewall was bypassed overnight, attacker got into the DMZ server. My phone is 07089876543.",Firewall Breach / Perimeter Bypass,CLUSTER-007,Nasarawa,8.445258206412992,8.628831886374355
REP-1131,All the files in the finance folder now have .locked extension and there is a readme.txt asking for money. Help fast! Phone: 08123456789.,Ransomware / Malware,CLUSTER-004,Kano,12.010030499919901,8.618108446262873
REP-1132,"Security noticed a port scan and then the perimeter firewall was bypassed overnight, attacker got into the DMZ server. My phone is 08123456789.",Firewall Breach / Perimeter Bypass,CLUSTER-007,Port Harcourt,4.929457932003458,6.989862596809751
REP-1133,"Sir, IT flagged that someone set up a rogue wifi hotspot in the cafeteria and intercepted our traffic — looks like a man-in-the-middle attack on staff logins. Reach me on 07089876543.",Man-in-the-Middle (MITM) Attack,CLUSTER-005,Port Harcourt,4.80100447431815,6.937177353286578
REP-1134,"Sir, the school public library landing page is showing a strange message saying 'Hacked by X-Ghost'. Link: http://scholarship-tech.tk. Contact me on 08031234567.",Web Defacement,CLUSTER-003,Enugu,6.594549343972879,7.641659878054031
REP-1135,"Our web team found an XSS script injection on the student portal comment box, someone injected a malicious script tag to steal session cookies. Contact: blessing.a@gmail.com.",Web Application Attack (XSS),CLUSTER-006,Enugu,6.544692969819128,7.6384480488964
REP-1136,"Hello admin, I tried logging into the payroll portal and it asked for my password twice. Now my account is locked. Staff ID: STF-3301, NIN: 98765432109.",Credential Compromise,CLUSTER-002,Nasarawa,8.499925074621027,8.375697388076368
REP-1137,"Security noticed a port scan and then the perimeter firewall was bypassed overnight, attacker got into the DMZ server. My phone is 08031234567.",Firewall Breach / Perimeter Bypass,CLUSTER-007,Kano,11.985487822566473,8.633854413845324
REP-1138,"Good morning sir, someone sent this link on our department WhatsApp group claiming the VC is giving 50k grant: http://scholarship-tech.tk. My email is m.ibrahim@yahoo.com and my phone is 08123456789.",Phishing / Social Engineering,CLUSTER-001,Lagos,6.551485462529442,3.4312321575487785
REP-1139,"Someone used a prompt injection to jailbreak our support chatbot and got it to leak internal staff data. Staff ID STF-8821, please investigate.",AI System Attack (Prompt Injection / Model Abuse),CLUSTER-009,Port Harcourt,4.845426976416629,7.168788595448652
REP-1140,"Good morning sir, someone sent this link on our department WhatsApp group claiming the VC is giving 50k grant: http://update-payroll-verify.ng. My email is m.ibrahim@yahoo.com and my phone is 07089876543.",Phishing / Social Engineering,CLUSTER-001,Enugu,6.594705572309061,7.544387992715109
REP-1141,"Sir, the school public library landing page is showing a strange message saying 'Hacked by X-Ghost'. Link: http://scholarship-tech.tk. Contact me on 08031234567.",Web Defacement,CLUSTER-003,Port Harcourt,4.825602413053284,7.148747536749634
REP-1142,"Good morning sir, someone sent this link on our department WhatsApp group claiming the VC is giving 50k grant: http://update-payroll-verify.ng. My email is blessing.a@gmail.com and my phone is 08123456789.",Phishing / Social Engineering,CLUSTER-001,Lagos,6.5354140525598625,3.248875011528453
REP-1143,Abeg check this link http://fulafia-grant-portal.free.site. Dey say make I put my portal password to claim laptop scholarship. My phone number na 08031234567.,Phishing / Social Engineering,CLUSTER-001,Kano,12.053366309101671,8.616748507993664
REP-1144,"Good morning sir, someone sent this link on our department WhatsApp group claiming the VC is giving 50k grant: http://scholarship-tech.tk. My email is m.ibrahim@yahoo.com and my phone is 08123456789.",Phishing / Social Engineering,CLUSTER-001,Nasarawa,8.512952909692897,8.581113672686195
REP-1145,Abeg check this link http://scholarship-tech.tk. Dey say make I put my portal password to claim laptop scholarship. My phone number na 08031234567.,Phishing / Social Engineering,CLUSTER-001,Abuja,9.133902050585718,7.316720422729801
REP-1146,"Hello admin, I tried logging into the payroll portal and it asked for my password twice. Now my account is locked. Staff ID: STF-8821, NIN: 45678912301.",Credential Compromise,CLUSTER-002,Abuja,8.9544064098382,7.417980741409285
REP-1147,"Someone used a prompt injection to jailbreak our support chatbot and got it to leak internal staff data. Staff ID STF-8821, please investigate.",AI System Attack (Prompt Injection / Model Abuse),CLUSTER-009,Kano,11.991973573673654,8.552609657140948
REP-1148,"Good morning sir, someone sent this link on our department WhatsApp group claiming the VC is giving 50k grant: http://scholarship-tech.tk. My email is john.doe@fulafia.edu.ng and my phone is 08031234567.",Phishing / Social Engineering,CLUSTER-001,Port Harcourt,4.8080015244414085,7.117015798595157
REP-1149,"Good morning sir, someone sent this link on our department WhatsApp group claiming the VC is giving 50k grant: http://fulafia-grant-portal.free.site. My email is blessing.a@gmail.com and my phone is 07089876543.",Phishing / Social Engineering,CLUSTER-001,Port Harcourt,4.7613209138468,7.096123264579333
REP-1150,"After the initial breach the attacker pivoted from the web server and moved laterally to the internal database server. Escalating to IR now, call 08031234567.",Lateral Movement / Server Pivoting,CLUSTER-008,Kano,11.892281553887205,8.583737843163243
REP-1151,"After the initial breach the attacker pivoted from the web server and moved laterally to the internal database server. Escalating to IR now, call 08123456789.",Lateral Movement / Server Pivoting,CLUSTER-008,Abuja,9.160085597986178,7.379872844081378
REP-1152,"Someone used a prompt injection to jailbreak our support chatbot and got it to leak internal staff data. Staff ID STF-1049, please investigate.",AI System Attack (Prompt Injection / Model Abuse),CLUSTER-009,Port Harcourt,4.838215226241343,7.127821830190263
REP-1153,"Hello admin, I tried logging into the payroll portal and it asked for my password twice. Now my account is locked. Staff ID: STF-3301, NIN: 45678912301.",Credential Compromise,CLUSTER-002,Nasarawa,8.48038507437937,8.42590895939503
REP-1154,All the files in the finance folder now have .locked extension and there is a readme.txt asking for money. Help fast! Phone: 08031234567.,Ransomware / Malware,CLUSTER-004,Port Harcourt,4.937396617222848,7.124222008388243
REP-1155,All the files in the finance folder now have .locked extension and there is a readme.txt asking for money. Help fast! Phone: 08123456789.,Ransomware / Malware,CLUSTER-004,Kano,11.918301248814798,8.635867895180414
REP-1156,"Our web team found an XSS script injection on the student portal comment box, someone injected a malicious script tag to steal session cookies. Contact: john.doe@fulafia.edu.ng.",Web Application Attack (XSS),CLUSTER-006,Enugu,6.554533885790855,7.411401704869001
REP-1157,"Someone used a prompt injection to jailbreak our support chatbot and got it to leak internal staff data. Staff ID STF-8821, please investigate.",AI System Attack (Prompt Injection / Model Abuse),CLUSTER-009,Kano,11.87339270119387,8.540460472219069
REP-1158,All the files in the finance folder now have .locked extension and there is a readme.txt asking for money. Help fast! Phone: 08031234567.,Ransomware / Malware,CLUSTER-004,Abuja,9.021152208070676,7.251982404083843
REP-1159,"Good morning sir, someone sent this link on our department WhatsApp group claiming the VC is giving 50k grant: http://update-payroll-verify.ng. My email is john.doe@fulafia.edu.ng and my phone is 08031234567.",Phishing / Social Engineering,CLUSTER-001,Enugu,6.469078639482708,7.643300391861397
REP-1160,All the files in the finance folder now have .locked extension and there is a readme.txt asking for money. Help fast! Phone: 08123456789.,Ransomware / Malware,CLUSTER-004,Abuja,9.18161722650225,7.388161129624126
REP-1161,"Sir, IT flagged that someone set up a rogue wifi hotspot in the cafeteria and intercepted our traffic — looks like a man-in-the-middle attack on staff logins. Reach me on 07089876543.",Man-in-the-Middle (MITM) Attack,CLUSTER-005,Lagos,6.471913314709986,3.4641172113202683
REP-1162,"After the initial breach the attacker pivoted from the web server and moved laterally to the internal database server. Escalating to IR now, call 07089876543.",Lateral Movement / Server Pivoting,CLUSTER-008,Nasarawa,8.474736972821463,8.512533265398362
REP-1163,"Someone used a prompt injection to jailbreak our support chatbot and got it to leak internal staff data. Staff ID STF-1049, please investigate.",AI System Attack (Prompt Injection / Model Abuse),CLUSTER-009,Enugu,6.417615022719207,7.683735382593461
REP-1164,"Someone used a prompt injection to jailbreak our support chatbot and got it to leak internal staff data. Staff ID STF-1049, please investigate.",AI System Attack (Prompt Injection / Model Abuse),CLUSTER-009,Abuja,9.084705823929824,7.490545141741665
REP-1165,"Our web team found an XSS script injection on the student portal comment box, someone injected a malicious script tag to steal session cookies. Contact: blessing.a@gmail.com.",Web Application Attack (XSS),CLUSTER-006,Abuja,9.017843585804929,7.374762299592182
REP-1166,"Sir, IT flagged that someone set up a rogue wifi hotspot in the cafeteria and intercepted our traffic — looks like a man-in-the-middle attack on staff logins. Reach me on 08123456789.",Man-in-the-Middle (MITM) Attack,CLUSTER-005,Enugu,6.541684763400439,7.450142293421088
REP-1167,"Hello admin, I tried logging into the payroll portal and it asked for my password twice. Now my account is locked. Staff ID: STF-1049, NIN: 45678912301.",Credential Compromise,CLUSTER-002,Nasarawa,8.581440600925916,8.402344298203698
REP-1168,"Sir, the school public library landing page is showing a strange message saying 'Hacked by X-Ghost'. Link: http://fulafia-grant-portal.free.site. Contact me on 07089876543.",Web Defacement,CLUSTER-003,Port Harcourt,4.800669988317777,7.199743972313963
REP-1169,All the files in the finance folder now have .locked extension and there is a readme.txt asking for money. Help fast! Phone: 07089876543.,Ransomware / Malware,CLUSTER-004,Port Harcourt,4.878890412237705,7.112345886386934
REP-1170,"Sir, the school public library landing page is showing a strange message saying 'Hacked by X-Ghost'. Link: http://fulafia-grant-portal.free.site. Contact me on 07089876543.",Web Defacement,CLUSTER-003,Port Harcourt,4.747005514908797,7.019676824696222
REP-1171,"After the initial breach the attacker pivoted from the web server and moved laterally to the internal database server. Escalating to IR now, call 08123456789.",Lateral Movement / Server Pivoting,CLUSTER-008,Kano,11.947151419921235,8.730421184308257
REP-1172,Abeg check this link http://scholarship-tech.tk. Dey say make I put my portal password to claim laptop scholarship. My phone number na 08123456789.,Phishing / Social Engineering,CLUSTER-001,Abuja,9.057070722576936,7.362936702500128
REP-1173,"After the initial breach the attacker pivoted from the web server and moved laterally to the internal database server. Escalating to IR now, call 08031234567.",Lateral Movement / Server Pivoting,CLUSTER-008,Enugu,6.5946195970574,7.47700625904045
REP-1174,"Sir, IT flagged that someone set up a rogue wifi hotspot in the cafeteria and intercepted our traffic — looks like a man-in-the-middle attack on staff logins. Reach me on 08031234567.",Man-in-the-Middle (MITM) Attack,CLUSTER-005,Port Harcourt,4.8426032021665835,6.954392655288088
REP-1175,"Hello admin, I tried logging into the payroll portal and it asked for my password twice. Now my account is locked. Staff ID: STF-3301, NIN: 98765432109.",Credential Compromise,CLUSTER-002,Abuja,8.954908145039814,7.526746366995328
REP-1176,Abeg check this link http://fulafia-grant-portal.free.site. Dey say make I put my portal password to claim laptop scholarship. My phone number na 07089876543.,Phishing / Social Engineering,CLUSTER-001,Port Harcourt,4.74949688692725,6.973077516205952
REP-1177,"Hello admin, I tried logging into the payroll portal and it asked for my password twice. Now my account is locked. Staff ID: STF-3301, NIN: 98765432109.",Credential Compromise,CLUSTER-002,Lagos,6.607699719687099,3.450936818559199
REP-1178,"Sir, the school public library landing page is showing a strange message saying 'Hacked by X-Ghost'. Link: http://update-payroll-verify.ng. Contact me on 07089876543.",Web Defacement,CLUSTER-003,Lagos,6.434520367923437,3.23108000809196
REP-1179,Abeg check this link http://scholarship-tech.tk. Dey say make I put my portal password to claim laptop scholarship. My phone number na 07089876543.,Phishing / Social Engineering,CLUSTER-001,Enugu,6.437730245256614,7.5893673441148035
REP-1180,Abeg check this link http://scholarship-tech.tk. Dey say make I put my portal password to claim laptop scholarship. My phone number na 08123456789.,Phishing / Social Engineering,CLUSTER-001,Kano,11.872840247725994,8.487509482707608
REP-1181,"After the initial breach the attacker pivoted from the web server and moved laterally to the internal database server. Escalating to IR now, call 07089876543.",Lateral Movement / Server Pivoting,CLUSTER-008,Enugu,6.333364786645351,7.634744017115976
REP-1182,All the files in the finance folder now have .locked extension and there is a readme.txt asking for money. Help fast! Phone: 08031234567.,Ransomware / Malware,CLUSTER-004,Enugu,6.547063863893374,7.513011824413646
REP-1183,"After the initial breach the attacker pivoted from the web server and moved laterally to the internal database server. Escalating to IR now, call 08123456789.",Lateral Movement / Server Pivoting,CLUSTER-008,Abuja,8.995142404999587,7.510101808974896
REP-1184,"Good morning sir, someone sent this link on our department WhatsApp group claiming the VC is giving 50k grant: http://fulafia-grant-portal.free.site. My email is john.doe@fulafia.edu.ng and my phone is 07089876543.",Phishing / Social Engineering,CLUSTER-001,Lagos,6.464849592850016,3.3019562178721356
REP-1185,"Hello admin, I tried logging into the payroll portal and it asked for my password twice. Now my account is locked. Staff ID: STF-8821, NIN: 98765432109.",Credential Compromise,CLUSTER-002,Nasarawa,8.611656778671131,8.548801551217604
REP-1186,"Hello admin, I tried logging into the payroll portal and it asked for my password twice. Now my account is locked. Staff ID: STF-1049, NIN: 98765432109.",Credential Compromise,CLUSTER-002,Abuja,9.032372410669302,7.368691685763896
REP-1187,"Sir, the school public library landing page is showing a strange message saying 'Hacked by X-Ghost'. Link: http://scholarship-tech.tk. Contact me on 08123456789.",Web Defacement,CLUSTER-003,Lagos,6.442363233375149,3.4291732437629214
REP-1188,Abeg check this link http://fulafia-grant-portal.free.site. Dey say make I put my portal password to claim laptop scholarship. My phone number na 07089876543.,Phishing / Social Engineering,CLUSTER-001,Nasarawa,8.567076756065237,8.428124015058922
REP-1189,"Security noticed a port scan and then the perimeter firewall was bypassed overnight, attacker got into the DMZ server. My phone is 07089876543.",Firewall Breach / Perimeter Bypass,CLUSTER-007,Port Harcourt,4.789535350559247,7.166267052583508
REP-1190,"After the initial breach the attacker pivoted from the web server and moved laterally to the internal database server. Escalating to IR now, call 08031234567.",Lateral Movement / Server Pivoting,CLUSTER-008,Port Harcourt,4.6710230269142645,6.916934461453942
REP-1191,"Someone used a prompt injection to jailbreak our support chatbot and got it to leak internal staff data. Staff ID STF-1049, please investigate.",AI System Attack (Prompt Injection / Model Abuse),CLUSTER-009,Enugu,6.402576659700087,7.592240427115564
REP-1192,"Someone used a prompt injection to jailbreak our support chatbot and got it to leak internal staff data. Staff ID STF-3301, please investigate.",AI System Attack (Prompt Injection / Model Abuse),CLUSTER-009,Kano,11.923870399980988,8.606201407879412
REP-1193,"Our web team found an XSS script injection on the student portal comment box, someone injected a malicious script tag to steal session cookies. Contact: john.doe@fulafia.edu.ng.",Web Application Attack (XSS),CLUSTER-006,Nasarawa,8.512415393424009,8.478844930234168
REP-1194,"Sir, IT flagged that someone set up a rogue wifi hotspot in the cafeteria and intercepted our traffic — looks like a man-in-the-middle attack on staff logins. Reach me on 08123456789.",Man-in-the-Middle (MITM) Attack,CLUSTER-005,Lagos,6.624726125220883,3.5228179899153695
REP-1195,"Hello admin, I tried logging into the payroll portal and it asked for my password twice. Now my account is locked. Staff ID: STF-1049, NIN: 12345678901.",Credential Compromise,CLUSTER-002,Nasarawa,8.419309245645326,8.366085313851633
REP-1196,"Hello admin, I tried logging into the payroll portal and it asked for my password twice. Now my account is locked. Staff ID: STF-8821, NIN: 45678912301.",Credential Compromise,CLUSTER-002,Nasarawa,8.424908373564431,8.504919900971887
REP-1197,Abeg check this link http://scholarship-tech.tk. Dey say make I put my portal password to claim laptop scholarship. My phone number na 08123456789.,Phishing / Social Engineering,CLUSTER-001,Abuja,8.956057231347408,7.280404314620431
REP-1198,"Sir, the school public library landing page is showing a strange message saying 'Hacked by X-Ghost'. Link: http://scholarship-tech.tk. Contact me on 08123456789.",Web Defacement,CLUSTER-003,Kano,12.128187593081137,8.693893256804236
REP-1199,"Hello admin, I tried logging into the payroll portal and it asked for my password twice. Now my account is locked. Staff ID: STF-1049, NIN: 45678912301.",Credential Compromise,CLUSTER-002,Nasarawa,8.438804191927138,8.486478644450598
REP-1200,"After the initial breach the attacker pivoted from the web server and moved laterally to the internal database server. Escalating to IR now, call 08031234567.",Lateral Movement / Server Pivoting,CLUSTER-008,Enugu,6.579956317406889,7.64158488092213
REP-1201,"After the initial breach the attacker pivoted from the web server and moved laterally to the internal database server. Escalating to IR now, call 08031234567.",Lateral Movement / Server Pivoting,CLUSTER-008,Nasarawa,8.393153117389872,8.408846235048637
REP-1202,"Hello admin, I tried logging into the payroll portal and it asked for my password twice. Now my account is locked. Staff ID: STF-3301, NIN: 12345678901.",Credential Compromise,CLUSTER-002,Kano,11.863174304071219,8.717185877231266
REP-1203,"Good morning sir, someone sent this link on our department WhatsApp group claiming the VC is giving 50k grant: http://fulafia-grant-portal.free.site. My email is m.ibrahim@yahoo.com and my phone is 07089876543.",Phishing / Social Engineering,CLUSTER-001,Enugu,6.514835496843293,7.570905013602692
REP-1204,"After the initial breach the attacker pivoted from the web server and moved laterally to the internal database server. Escalating to IR now, call 07089876543.",Lateral Movement / Server Pivoting,CLUSTER-008,Nasarawa,8.425167390565003,8.62009271005821
REP-1205,"Someone used a prompt injection to jailbreak our support chatbot and got it to leak internal staff data. Staff ID STF-3301, please investigate.",AI System Attack (Prompt Injection / Model Abuse),CLUSTER-009,Nasarawa,8.344972108971765,8.575620399412601
REP-1206,"Our web team found an XSS script injection on the student portal comment box, someone injected a malicious script tag to steal session cookies. Contact: m.ibrahim@yahoo.com.",Web Application Attack (XSS),CLUSTER-006,Lagos,6.4553217922094,3.264135309843304
REP-1207,"Our web team found an XSS script injection on the student portal comment box, someone injected a malicious script tag to steal session cookies. Contact: m.ibrahim@yahoo.com.",Web Application Attack (XSS),CLUSTER-006,Kano,11.878913012432745,8.606236977499066
REP-1208,"Hello admin, I tried logging into the payroll portal and it asked for my password twice. Now my account is locked. Staff ID: STF-3301, NIN: 12345678901.",Credential Compromise,CLUSTER-002,Port Harcourt,4.778840670203853,6.915156802246351
REP-1209,Abeg check this link http://scholarship-tech.tk. Dey say make I put my portal password to claim laptop scholarship. My phone number na 08123456789.,Phishing / Social Engineering,CLUSTER-001,Abuja,9.106860928058616,7.36114738482738
REP-1210,"After the initial breach the attacker pivoted from the web server and moved laterally to the internal database server. Escalating to IR now, call 08031234567.",Lateral Movement / Server Pivoting,CLUSTER-008,Enugu,6.369467408071931,7.496144205738784
REP-1211,"Good morning sir, someone sent this link on our department WhatsApp group claiming the VC is giving 50k grant: http://fulafia-grant-portal.free.site. My email is john.doe@fulafia.edu.ng and my phone is 07089876543.",Phishing / Social Engineering,CLUSTER-001,Port Harcourt,4.942590515972127,7.081743212358614
REP-1212,All the files in the finance folder now have .locked extension and there is a readme.txt asking for money. Help fast! Phone: 07089876543.,Ransomware / Malware,CLUSTER-004,Nasarawa,8.49226827687904,8.426920994175287
REP-1213,All the files in the finance folder now have .locked extension and there is a readme.txt asking for money. Help fast! Phone: 08123456789.,Ransomware / Malware,CLUSTER-004,Port Harcourt,4.692692906009672,7.148075070556376
REP-1214,"Sir, IT flagged that someone set up a rogue wifi hotspot in the cafeteria and intercepted our traffic — looks like a man-in-the-middle attack on staff logins. Reach me on 07089876543.",Man-in-the-Middle (MITM) Attack,CLUSTER-005,Abuja,9.010944186142398,7.51940763533365
REP-1215,"Someone used a prompt injection to jailbreak our support chatbot and got it to leak internal staff data. Staff ID STF-8821, please investigate.",AI System Attack (Prompt Injection / Model Abuse),CLUSTER-009,Lagos,6.503410821658156,3.397546158421952
REP-1216,"Someone used a prompt injection to jailbreak our support chatbot and got it to leak internal staff data. Staff ID STF-3301, please investigate.",AI System Attack (Prompt Injection / Model Abuse),CLUSTER-009,Kano,12.034793101796682,8.506980056319248
REP-1217,"Good morning sir, someone sent this link on our department WhatsApp group claiming the VC is giving 50k grant: http://fulafia-grant-portal.free.site. My email is m.ibrahim@yahoo.com and my phone is 08031234567.",Phishing / Social Engineering,CLUSTER-001,Abuja,8.9724281426158,7.515148145973309
REP-1218,"Our web team found an XSS script injection on the student portal comment box, someone injected a malicious script tag to steal session cookies. Contact: john.doe@fulafia.edu.ng.",Web Application Attack (XSS),CLUSTER-006,Lagos,6.5969180218178005,3.460503436383369
REP-1219,"Sir, the school public library landing page is showing a strange message saying 'Hacked by X-Ghost'. Link: http://scholarship-tech.tk. Contact me on 08123456789.",Web Defacement,CLUSTER-003,Nasarawa,8.523772550010056,8.383615051113475
REP-1220,"Someone used a prompt injection to jailbreak our support chatbot and got it to leak internal staff data. Staff ID STF-3301, please investigate.",AI System Attack (Prompt Injection / Model Abuse),CLUSTER-009,Kano,11.955476735573974,8.661658824155346
REP-1221,"Good morning sir, someone sent this link on our department WhatsApp group claiming the VC is giving 50k grant: http://fulafia-grant-portal.free.site. My email is john.doe@fulafia.edu.ng and my phone is 07089876543.",Phishing / Social Engineering,CLUSTER-001,Lagos,6.472668653049986,3.4384094937498277
REP-1222,"Good morning sir, someone sent this link on our department WhatsApp group claiming the VC is giving 50k grant: http://update-payroll-verify.ng. My email is john.doe@fulafia.edu.ng and my phone is 08123456789.",Phishing / Social Engineering,CLUSTER-001,Abuja,9.176929552397288,7.397928717684582
REP-1223,"After the initial breach the attacker pivoted from the web server and moved laterally to the internal database server. Escalating to IR now, call 07089876543.",Lateral Movement / Server Pivoting,CLUSTER-008,Kano,11.895011981736213,8.468352252847447
REP-1224,"Good morning sir, someone sent this link on our department WhatsApp group claiming the VC is giving 50k grant: http://scholarship-tech.tk. My email is john.doe@fulafia.edu.ng and my phone is 08031234567.",Phishing / Social Engineering,CLUSTER-001,Nasarawa,8.502321068287047,8.559729582389268
REP-1225,"Hello admin, I tried logging into the payroll portal and it asked for my password twice. Now my account is locked. Staff ID: STF-1049, NIN: 98765432109.",Credential Compromise,CLUSTER-002,Lagos,6.441398024232682,3.2492208306330768
REP-1226,"Sir, the school public library landing page is showing a strange message saying 'Hacked by X-Ghost'. Link: http://scholarship-tech.tk. Contact me on 08123456789.",Web Defacement,CLUSTER-003,Enugu,6.428572499835298,7.670781862405493
REP-1227,"Sir, the school public library landing page is showing a strange message saying 'Hacked by X-Ghost'. Link: http://scholarship-tech.tk. Contact me on 08123456789.",Web Defacement,CLUSTER-003,Enugu,6.405910633544938,7.626141308318318
REP-1228,All the files in the finance folder now have .locked extension and there is a readme.txt asking for money. Help fast! Phone: 08031234567.,Ransomware / Malware,CLUSTER-004,Abuja,8.96268719361471,7.257216358656663
REP-1229,"After the initial breach the attacker pivoted from the web server and moved laterally to the internal database server. Escalating to IR now, call 07089876543.",Lateral Movement / Server Pivoting,CLUSTER-008,Lagos,6.537525148265579,3.3445670947879838
REP-1230,"Our web team found an XSS script injection on the student portal comment box, someone injected a malicious script tag to steal session cookies. Contact: blessing.a@gmail.com.",Web Application Attack (XSS),CLUSTER-006,Abuja,9.11091009758742,7.333162829013264
REP-1231,"Someone used a prompt injection to jailbreak our support chatbot and got it to leak internal staff data. Staff ID STF-1049, please investigate.",AI System Attack (Prompt Injection / Model Abuse),CLUSTER-009,Enugu,6.437437694081655,7.696300368540182
REP-1232,Abeg check this link http://fulafia-grant-portal.free.site. Dey say make I put my portal password to claim laptop scholarship. My phone number na 08123456789.,Phishing / Social Engineering,CLUSTER-001,Lagos,6.489948001252049,3.5205745005792064
REP-1233,"Our web team found an XSS script injection on the student portal comment box, someone injected a malicious script tag to steal session cookies. Contact: m.ibrahim@yahoo.com.",Web Application Attack (XSS),CLUSTER-006,Lagos,6.660366736534455,3.3594643497469763
REP-1234,"Good morning sir, someone sent this link on our department WhatsApp group claiming the VC is giving 50k grant: http://update-payroll-verify.ng. My email is john.doe@fulafia.edu.ng and my phone is 07089876543.",Phishing / Social Engineering,CLUSTER-001,Kano,11.965561175917928,8.526282468126041
REP-1235,"Someone used a prompt injection to jailbreak our support chatbot and got it to leak internal staff data. Staff ID STF-8821, please investigate.",AI System Attack (Prompt Injection / Model Abuse),CLUSTER-009,Enugu,6.526572469461132,7.499708147212345
REP-1236,"Sir, the school public library landing page is showing a strange message saying 'Hacked by X-Ghost'. Link: http://update-payroll-verify.ng. Contact me on 07089876543.",Web Defacement,CLUSTER-003,Nasarawa,8.504778273812452,8.486131140714196
REP-1237,"Someone used a prompt injection to jailbreak our support chatbot and got it to leak internal staff data. Staff ID STF-8821, please investigate.",AI System Attack (Prompt Injection / Model Abuse),CLUSTER-009,Port Harcourt,4.731273542778138,7.1265848168813335
REP-1238,"Good morning sir, someone sent this link on our department WhatsApp group claiming the VC is giving 50k grant: http://fulafia-grant-portal.free.site. My email is blessing.a@gmail.com and my phone is 07089876543.",Phishing / Social Engineering,CLUSTER-001,Kano,11.885221967008041,8.47792921520506
REP-1239,"Sir, IT flagged that someone set up a rogue wifi hotspot in the cafeteria and intercepted our traffic — looks like a man-in-the-middle attack on staff logins. Reach me on 08031234567.",Man-in-the-Middle (MITM) Attack,CLUSTER-005,Enugu,6.596792419716552,7.583250960268497
REP-1240,Abeg check this link http://fulafia-grant-portal.free.site. Dey say make I put my portal password to claim laptop scholarship. My phone number na 07089876543.,Phishing / Social Engineering,CLUSTER-001,Lagos,6.50154542924555,3.4925977212915065
REP-1241,"Our web team found an XSS script injection on the student portal comment box, someone injected a malicious script tag to steal session cookies. Contact: john.doe@fulafia.edu.ng.",Web Application Attack (XSS),CLUSTER-006,Lagos,6.399763981771018,3.3394320626650353
REP-1242,"After the initial breach the attacker pivoted from the web server and moved laterally to the internal database server. Escalating to IR now, call 07089876543.",Lateral Movement / Server Pivoting,CLUSTER-008,Nasarawa,8.504647034603357,8.468330282066667
REP-1243,"After the initial breach the attacker pivoted from the web server and moved laterally to the internal database server. Escalating to IR now, call 08031234567.",Lateral Movement / Server Pivoting,CLUSTER-008,Nasarawa,8.379383631382208,8.47955574481921
REP-1244,"Good morning sir, someone sent this link on our department WhatsApp group claiming the VC is giving 50k grant: http://fulafia-grant-portal.free.site. My email is m.ibrahim@yahoo.com and my phone is 08123456789.",Phishing / Social Engineering,CLUSTER-001,Enugu,6.375225941975889,7.583314576601398
REP-1245,All the files in the finance folder now have .locked extension and there is a readme.txt asking for money. Help fast! Phone: 07089876543.,Ransomware / Malware,CLUSTER-004,Nasarawa,8.41223951342793,8.510189640480425
REP-1246,"Good morning sir, someone sent this link on our department WhatsApp group claiming the VC is giving 50k grant: http://scholarship-tech.tk. My email is m.ibrahim@yahoo.com and my phone is 08123456789.",Phishing / Social Engineering,CLUSTER-001,Kano,11.950867836618078,8.67073069660603
REP-1247,"Hello admin, I tried logging into the payroll portal and it asked for my password twice. Now my account is locked. Staff ID: STF-8821, NIN: 98765432109.",Credential Compromise,CLUSTER-002,Nasarawa,8.552498357453707,8.477114671702495
REP-1248,"Our web team found an XSS script injection on the student portal comment box, someone injected a malicious script tag to steal session cookies. Contact: m.ibrahim@yahoo.com.",Web Application Attack (XSS),CLUSTER-006,Enugu,6.4238586419249515,7.602052260838315
REP-1249,"Security noticed a port scan and then the perimeter firewall was bypassed overnight, attacker got into the DMZ server. My phone is 08123456789.",Firewall Breach / Perimeter Bypass,CLUSTER-007,Abuja,8.983376441745781,7.379326570224977
REP-1250,All the files in the finance folder now have .locked extension and there is a readme.txt asking for money. Help fast! Phone: 08031234567.,Ransomware / Malware,CLUSTER-004,Nasarawa,8.520991217526342,8.372716631566023
